Actual,Predicted,Anomaly_Score,Explanation
1,1,-0.16617159728490205,High packet rate (possible DoS)
1,1,-0.051248339148016075,
0,0,0.09210994735785716,
1,1,-0.15048528142578343,High packet rate (possible DoS)
1,1,-0.009873469838845517,
1,1,-0.03712322399579321,
0,0,0.09334953984403599,
1,0,0.06715386295350123,
1,1,-0.033095776821161715,"Data imbalance (possible exfiltration), Traffic spike detected"
0,0,0.07631177938415984,
0,0,0.08773987672205336,Traffic spike detected
1,1,-0.22697012645475267,High packet rate (possible DoS)
0,0,0.088704422893924,
1,1,-0.17107305208551316,
1,1,-0.15825813748802076,High packet rate (possible DoS)
1,1,-0.1909762042479054,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.09204610237943234,
1,1,-0.16339062448906327,High packet rate (possible DoS)
0,0,0.033385376848190595,
0,0,0.0889990094100167,
0,0,0.0847685508839498,
1,1,-0.1436628974282912,High packet rate (possible DoS)
0,0,0.09266490568947267,
0,0,0.09193753716137476,
1,1,-0.01524716034050394,
0,0,0.09005047154515622,
0,0,0.08724306425821349,
1,1,-0.17097311675410332,High packet rate (possible DoS)
1,1,-0.16085712841211763,High packet rate (possible DoS)
1,1,-0.07099225783799124,Data imbalance (possible exfiltration)
0,0,0.07927462842524213,
0,0,0.09034430332499305,
0,0,0.08324949563269834,
1,1,-0.16943511077925488,High packet rate (possible DoS)
1,1,-0.17534334710806176,
0,0,0.09097736024893494,Traffic spike detected
0,0,0.035396297917657915,Data imbalance (possible exfiltration)
0,0,0.08912138026096766,
0,0,0.09366747908255457,
1,1,-0.1571630649317004,High packet rate (possible DoS)
1,1,-0.11338726111697317,
1,0,0.06808172427746023,
0,0,0.0409420780528284,
0,0,0.09276390553458169,
0,0,0.016035053111158437,
1,1,-0.15542648301906126,High error rate (suspicious behavior)
1,1,-0.1457418539653499,High packet rate (possible DoS)
1,1,-0.2459746342542809,High packet rate (possible DoS)
1,1,-0.0285453125970605,
1,1,-0.16085712841211763,High packet rate (possible DoS)
1,1,-0.1598302465142062,High packet rate (possible DoS)
0,0,0.05015804361349668,Data imbalance (possible exfiltration)
1,1,-0.16319816125352782,High packet rate (possible DoS)
1,1,-0.02033792485167707,
0,0,0.08665226745766635,
1,1,-0.15746637513794604,High packet rate (possible DoS)
0,0,0.08478467846726806,
0,0,0.07869935536582912,Traffic spike detected
1,1,-0.16472366501601743,High packet rate (possible DoS)
1,1,-0.014162371354026815,
1,1,-0.019633247312071,
0,0,0.0800652780775099,
1,1,-0.2025665027072523,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.08952132128239859,
1,1,-0.04630407265649733,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
1,1,-0.1526159762987993,High packet rate (possible DoS)
1,0,0.005538472369743586,Data imbalance (possible exfiltration)
0,0,0.08343856327349769,
1,1,-0.10649370494477761,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
1,1,-0.15667457993914113,High error rate (suspicious behavior)
1,1,-0.15948897678086305,High packet rate (possible DoS)
0,1,-0.03044277863621292,
0,0,0.013638605205112675,High packet rate (possible DoS)
1,0,0.02636079224593707,
1,1,-0.1688888525801312,High packet rate (possible DoS)
0,0,0.08026662140524599,
0,0,0.021166691247660185,
0,0,0.026355783140424582,
0,0,0.05107855809237166,Traffic spike detected
1,1,-0.11048050365377948,High error rate (suspicious behavior)
0,0,0.09231400409313462,
1,1,-0.06236388039591906,
0,0,0.07388921067839593,
1,1,-0.1639785199905528,High packet rate (possible DoS)
1,0,0.0058426687942005895,Data imbalance (possible exfiltration)
1,1,-0.16161653564294132,
0,0,0.09243019937326957,
0,0,0.0813857922808699,
0,0,0.013029999784332835,
1,1,-0.1571630649317004,High packet rate (possible DoS)
1,1,-0.1680619777549005,High packet rate (possible DoS)
1,1,-0.08648576424303439,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.11090312821564752,Data imbalance (possible exfiltration)
1,1,-0.1495092705683876,High error rate (suspicious behavior)
1,1,-0.15600634321987217,High packet rate (possible DoS)
0,0,0.09240767067104894,Traffic spike detected
1,1,-0.05168573927879844,
1,1,-0.08461073286037624,
1,1,-0.198217094906308,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.12019667617797536,Data imbalance (possible exfiltration)
1,0,0.03446498828103911,Data imbalance (possible exfiltration)
0,0,0.08853735925880057,
1,1,-0.1680546939154709,High packet rate (possible DoS)
1,1,-0.05123153945426767,
1,1,-0.1503504185971135,High packet rate (possible DoS)
1,1,-0.1923018419300433,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.20086023571667433,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.1682704926070494,High packet rate (possible DoS)
1,1,-0.19703076253290963,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.2230785128994105,High packet rate (possible DoS)
1,1,-0.17527833254508862,High packet rate (possible DoS)
1,1,-0.045443544238026656,
1,1,-0.18725735340303284,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.1999016536588205,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.05304511998742634,
0,0,0.08459596744134346,Traffic spike detected
1,1,-0.1909939829752645,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.025181364124925554,
0,0,0.06812135905243383,Traffic spike detected
1,1,-0.1606473997219945,High packet rate (possible DoS)
1,1,-0.16914196714046137,High packet rate (possible DoS)
1,1,-0.08648576424303439,"Data imbalance (possible exfiltration), Traffic spike detected"
0,0,0.08959297438899977,
1,1,-0.20383121655861758,High packet rate (possible DoS)
1,1,-0.2230785128994105,High packet rate (possible DoS)
1,0,0.02330989333804434,
0,1,-0.004245059537522244,Data imbalance (possible exfiltration)
1,1,-0.08312863257769187,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
0,0,0.025078525757587566,High packet rate (possible DoS)
0,0,0.02916539052378292,Traffic spike detected
0,0,0.0916460757674849,
0,0,0.03059248927610647,High packet rate (possible DoS)
1,0,0.06644175757855297,
1,1,-0.15439960408412035,High packet rate (possible DoS)
1,1,-0.14614055897144473,High packet rate (possible DoS)
0,0,0.014865133929916063,High packet rate (possible DoS)
1,1,-0.15674043864844023,High packet rate (possible DoS)
0,0,0.08948731664032633,
1,1,-0.02398244061522481,
1,1,-0.17885288588312265,High packet rate (possible DoS)
0,0,0.021464240154820957,"Data imbalance (possible exfiltration), Traffic spike detected"
0,0,0.08590185879971857,
0,0,0.005587278674480445,
0,1,-0.03193311324729725,
1,1,-0.026781777685862596,
1,1,-0.14402629733976002,High packet rate (possible DoS)
1,0,0.006593232418205086,
1,1,-0.11434038652024858,
0,0,0.0792688850594716,
1,1,-0.1703515008868618,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.09051284383966124,Traffic spike detected
0,0,0.0870263100433799,
1,1,-0.22286402514471348,High packet rate (possible DoS)
1,1,-0.14454283762305287,High packet rate (possible DoS)
1,1,-0.13695877751638108,High error rate (suspicious behavior)
0,0,0.0931172724982538,
0,0,0.09045046568772286,
1,1,-0.1119921401516577,"Data imbalance (possible exfiltration), Traffic spike detected"
1,0,0.01727143040616247,Data imbalance (possible exfiltration)
0,0,0.0855861423856204,
0,0,0.08553424128779691,
0,1,-0.001015073092912211,Data imbalance (possible exfiltration)
1,1,-0.03867370934005421,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
0,0,0.09026349184414478,
0,1,-0.029858467712647996,Data imbalance (possible exfiltration)
0,0,0.08976435382476633,
1,0,0.005710281221621261,Data imbalance (possible exfiltration)
0,0,0.08841358370026903,Traffic spike detected
0,0,0.08997312888661496,
0,1,-0.06902496459681218,High packet rate (possible DoS)
1,1,-0.16233378128981835,High packet rate (possible DoS)
0,0,0.09297662094049047,
1,0,0.009665297938699857,"Data imbalance (possible exfiltration), Traffic spike detected"
0,0,0.07761225550583856,
1,1,-0.19561184852989422,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.010007661592209727,High packet rate (possible DoS)
0,0,0.0847400837340555,
0,1,-0.07615015288527421,High packet rate (possible DoS)
1,1,-0.10670603666430634,
1,0,0.008846123846567355,Data imbalance (possible exfiltration)
0,0,0.04631805155349139,Traffic spike detected
1,1,-0.1526245366071971,High packet rate (possible DoS)
1,1,-0.09290215215752617,Data imbalance (possible exfiltration)
1,1,-0.1320248554396145,
0,1,-0.07714011288894446,High packet rate (possible DoS)
1,1,-0.08639147698722877,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.0601295631116498,
0,0,0.029407084042328724,Data imbalance (possible exfiltration)
0,0,0.03574362557089705,High packet rate (possible DoS)
1,1,-0.1456247202984704,High error rate (suspicious behavior)
1,1,-0.15948897678086305,High packet rate (possible DoS)
1,1,-0.18864110002247647,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.058751760389925245,
1,1,-0.08311547373672368,
1,1,-0.19747817367624299,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.1928049153887842,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.0880364473107243,
0,0,0.03273113639620212,Data imbalance (possible exfiltration)
0,0,0.028486906813223967,Data imbalance (possible exfiltration)
1,0,0.056487008967313734,
0,0,0.031171732414386255,
1,1,-0.19924244159473592,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.22783407302875203,High packet rate (possible DoS)
1,1,-0.17453909523222677,High error rate (suspicious behavior)
0,0,0.09393197302452821,
1,1,-0.08178970194880292,
0,0,0.09097736024893494,Traffic spike detected
0,0,0.0914787137355092,
1,0,0.03621336407606318,Data imbalance (possible exfiltration)
0,0,0.0834122441006575,
1,1,-0.1607277335471291,High packet rate (possible DoS)
1,1,-0.17337904533880333,High packet rate (possible DoS)
1,1,-0.20622932034213692,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.0285453125970605,
0,1,-0.004188228254289328,
0,0,0.0872907944843645,
1,1,-0.08736467367153522,Data imbalance (possible exfiltration)
1,1,-0.1491069872570875,High packet rate (possible DoS)
0,0,0.09219112984805594,
1,1,-0.20086513448224852,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.1458503404780611,
1,1,-0.1569325534621807,High packet rate (possible DoS)
0,1,-0.07615015288527421,High packet rate (possible DoS)
1,1,-0.1384752734899657,
0,0,0.09023185505186593,Traffic spike detected
1,1,-0.1709561683704417,High packet rate (possible DoS)
1,1,-0.1616672931603439,High packet rate (possible DoS)
0,0,0.0023471074968292593,
1,1,-0.008880394348060261,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.008058004339229097,Data imbalance (possible exfiltration)
1,1,-0.1427952123621804,High error rate (suspicious behavior)
1,1,-0.22263632802426125,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.08026544662374735,
1,1,-0.08916842347740372,
1,1,-0.16519605848052954,High packet rate (possible DoS)
0,0,0.07568451508118401,
1,1,-0.14389503263794612,High error rate (suspicious behavior)
0,0,0.08646869180451683,Traffic spike detected
1,1,-0.1440016547937759,
1,1,-0.11140569658888799,
0,0,0.07878012912873661,
0,0,0.08567238980160807,
0,1,-0.08098629929693729,High packet rate (possible DoS)
1,1,-0.15971989876637083,
0,0,0.07909909762394324,
1,1,-0.1511438330385514,High packet rate (possible DoS)
0,0,0.06221944908183391,Traffic spike detected
1,1,-0.1608367156694187,High packet rate (possible DoS)
1,1,-0.021379925114594633,"Data imbalance (possible exfiltration), Traffic spike detected"
0,0,0.0012585723373630953,
1,0,0.014921489461347137,
0,1,-0.0568197913047922,High packet rate (possible DoS)
0,0,0.09213007279132834,
1,1,-0.22474301472392477,High packet rate (possible DoS)
1,1,-0.04828337280426542,
1,1,-0.16472366501601743,High packet rate (possible DoS)
1,1,-0.18990231536389923,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.22740195360815074,High packet rate (possible DoS)
0,0,0.08663939758256234,
0,1,-0.08017937825308707,High packet rate (possible DoS)
0,0,0.09017609537185844,
0,0,0.0322733501097861,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.16228454422109095,High packet rate (possible DoS)
1,0,0.05626234683032272,
0,0,0.08440540900347299,
1,1,-0.15674043864844023,High packet rate (possible DoS)
0,0,0.09303617226655464,
0,0,0.08383169117833622,
0,0,0.02749884225755428,Data imbalance (possible exfiltration)
0,0,0.08878500689711977,
1,1,-0.15968019687489232,High packet rate (possible DoS)
0,0,0.08831501322857921,
1,1,-0.027380061087746432,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.057067456193590216,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
1,0,0.025149139284609767,
1,1,-0.16177231509074141,
1,1,-0.16364024663629728,High packet rate (possible DoS)
1,1,-0.15734110111601263,High packet rate (possible DoS)
0,1,-0.19213407094450174,"High error rate (suspicious behavior), Traffic spike detected"
1,1,-0.15994723586309922,High packet rate (possible DoS)
0,1,-0.047194311265884525,
1,1,-0.13965247112717083,High packet rate (possible DoS)
0,0,0.09061733811125816,Traffic spike detected
0,0,0.0925742794806182,
0,1,-0.07728078759592977,High packet rate (possible DoS)
1,1,-0.16366022821934012,High packet rate (possible DoS)
1,1,-0.19255204958782568,High packet rate (possible DoS)
1,1,-0.16936833986111133,
1,1,-0.14697047508523542,High error rate (suspicious behavior)
0,0,0.09024932752310982,Traffic spike detected
0,0,0.01077179655321453,High packet rate (possible DoS)
1,0,0.024067363116538898,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.12836210922836055,High packet rate (possible DoS)
1,1,-0.11027617462359018,
1,1,-0.20454094744076423,High packet rate (possible DoS)
1,1,-0.06650107356293594,
0,0,0.034617126480589955,High packet rate (possible DoS)
1,1,-0.1928049153887842,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.15785981485354594,High packet rate (possible DoS)
1,0,0.00027875217778688954,
0,0,0.09111525843217777,
0,0,0.06956156610607372,Traffic spike detected
1,0,0.06635457807270245,
0,0,0.09208311250471868,Traffic spike detected
0,0,0.008357676278226811,High packet rate (possible DoS)
0,1,-0.07615015288527421,High packet rate (possible DoS)
1,1,-0.14255386025047945,High packet rate (possible DoS)
0,0,0.07162088922070325,Traffic spike detected
0,0,0.08858623147853945,
1,1,-0.15674043864844023,High packet rate (possible DoS)
0,0,0.08941240004905926,
0,0,0.09210670864807374,
0,0,0.05114557157353078,
0,1,-0.08115278266845383,High packet rate (possible DoS)
1,1,-0.20894727403689684,High packet rate (possible DoS)
0,0,0.08616903315170649,
1,0,0.0058879925127712784,Data imbalance (possible exfiltration)
0,0,0.024907344503336815,
1,1,-0.16385468434654693,High packet rate (possible DoS)
1,0,0.03267755266402461,"Data imbalance (possible exfiltration), Traffic spike detected"
0,0,0.005690456367773045,Data imbalance (possible exfiltration)
0,0,0.09385355676749785,
1,1,-0.15674043864844023,High packet rate (possible DoS)
1,0,0.02099380237525722,
1,0,0.04779232438400144,
1,1,-0.16653676176284749,High packet rate (possible DoS)
0,0,0.06626117141072718,"Data imbalance (possible exfiltration), Traffic spike detected"
0,0,0.0912369577066589,Traffic spike detected
1,1,-0.056787814148013094,
1,1,-0.18866243082484013,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.11298126351909943,High error rate (suspicious behavior)
0,1,-0.14346392625307125,Traffic spike detected
0,0,0.026476543221903903,High packet rate (possible DoS)
1,1,-0.16729140659388464,High packet rate (possible DoS)
0,0,0.04651647789802882,Data imbalance (possible exfiltration)
0,0,0.02182378628310294,Data imbalance (possible exfiltration)
0,1,-0.027947305950045687,
1,1,-0.059101638399106704,
0,0,0.08038962517416942,Traffic spike detected
1,1,-0.16658310586300595,High packet rate (possible DoS)
1,1,-0.2202908415150996,High packet rate (possible DoS)
0,0,0.09141058848550115,
0,0,0.08574248721871891,
1,1,-0.027514321227707583,Data imbalance (possible exfiltration)
0,0,0.08813876722187686,
0,0,0.0929715897693561,
0,1,-0.08078536358401422,High packet rate (possible DoS)
1,1,-0.1896581940129587,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.08790683987317216,
1,0,0.03955996711527349,
1,1,-0.154943494020351,High packet rate (possible DoS)
0,0,0.07751634454138007,
1,1,-0.1420471842370682,High packet rate (possible DoS)
0,0,0.0907436478432837,
1,0,0.00541609744518734,Data imbalance (possible exfiltration)
1,1,-0.04456645055542019,
1,1,-0.18864110002247647,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.09144638859802301,
1,1,-0.1756561398974268,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,1,-0.07714011288894446,High packet rate (possible DoS)
1,1,-0.22581936039919548,High packet rate (possible DoS)
0,0,0.09364049778627348,
0,0,0.07878283474279524,Traffic spike detected
1,0,0.042795655971903934,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.14473082537378879,High packet rate (possible DoS)
1,0,0.02454337998643763,Data imbalance (possible exfiltration)
0,0,0.05602366696577871,Data imbalance (possible exfiltration)
1,1,-0.18169624426128395,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.0930933653851509,
0,0,0.09290951825652471,Traffic spike detected
1,1,-0.15746637513794604,High packet rate (possible DoS)
0,0,0.05025435018883606,
0,0,0.009758809207705665,Data imbalance (possible exfiltration)
1,1,-0.1711238511418638,
0,1,-0.13172232256492544,
1,1,-0.1615584079768947,High packet rate (possible DoS)
1,1,-0.01165249405679386,Data imbalance (possible exfiltration)
1,1,-0.17691057651192854,High packet rate (possible DoS)
0,0,0.09114803468800331,
1,0,0.03255293386204783,Data imbalance (possible exfiltration)
0,1,-0.027723467690238757,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
1,1,-0.170679711006817,High error rate (suspicious behavior)
0,0,0.07570076553976002,Traffic spike detected
0,0,0.09379794329797292,
1,1,-0.2524222922196985,High packet rate (possible DoS)
0,1,-0.061361153396915336,"Data imbalance (possible exfiltration), Traffic spike detected"
1,0,0.06171278738321134,
0,0,0.09379794329797292,
0,0,0.09210761243416499,
0,0,0.08197532217607023,Traffic spike detected
0,0,0.08902917733922155,
1,1,-0.04649092152071066,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
0,0,0.0858335962407748,
0,0,0.03813709902868784,
0,0,0.08178343354481338,Traffic spike detected
1,0,0.005446136790005329,
1,1,-0.18960504604513162,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,0,0.011754622782531865,
1,1,-0.13334778050863216,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.1638588268806248,High packet rate (possible DoS)
0,1,-0.07594851032416022,
0,0,0.037401076874552075,
0,0,0.08509468595720937,Traffic spike detected
1,1,-0.2140032537315124,High packet rate (possible DoS)
1,1,-0.15364882802654434,High error rate (suspicious behavior)
1,1,-0.13319858466258527,
1,1,-0.02842944122209945,
0,0,0.08604916313535266,
1,1,-0.19389419312854728,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.0854749635782735,Traffic spike detected
0,0,0.08703573325696506,Traffic spike detected
1,1,-0.15674043864844023,High packet rate (possible DoS)
1,1,-0.2138231936754127,High packet rate (possible DoS)
0,0,0.09133354150448059,Traffic spike detected
0,0,0.08557867114192835,
0,0,0.08253258081475001,
0,1,-0.05713645811636031,High packet rate (possible DoS)
1,1,-0.16339246104019878,High packet rate (possible DoS)
1,1,-0.13796899168439358,
1,0,0.06571936667848943,
1,0,0.03916503315910441,"Data imbalance (possible exfiltration), Traffic spike detected"
0,0,0.08962152302442344,Traffic spike detected
0,0,0.08317840636142504,
0,1,-0.1981430778458012,
0,1,-0.07938003634641488,High packet rate (possible DoS)
1,1,-0.04193375242346731,
0,0,0.07182904404439483,
0,0,0.08687291183845092,
1,1,-0.022638869149770313,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.10479137952333184,
0,0,0.09333605422527402,
1,1,-0.20799398923850987,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.13052114295737893,High packet rate (possible DoS)
1,1,-0.039021577838533605,
0,0,0.03326572554267687,
1,1,-0.02116066683149309,"Data imbalance (possible exfiltration), Traffic spike detected"
0,0,0.014826164663536368,High packet rate (possible DoS)
0,0,0.08759658385586278,
0,0,0.07610954561634259,
1,1,-0.15088490887693695,High packet rate (possible DoS)
1,1,-0.15902187201070805,High error rate (suspicious behavior)
1,1,-0.14935018885230933,High packet rate (possible DoS)
0,1,-0.07608121986018623,
1,1,-0.10169475413318485,Data imbalance (possible exfiltration)
0,0,0.02525195570482508,High packet rate (possible DoS)
1,1,-0.17819052842589234,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.009208402716149977,
0,1,-0.0359740952939438,Data imbalance (possible exfiltration)
1,1,-0.1926600037175532,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.06236388039591906,
1,1,-0.147083838775524,High packet rate (possible DoS)
1,0,0.024589259570964472,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.09390285969964718,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
0,0,0.08547489437508748,
1,0,0.014081458310882866,
1,1,-0.15674043864844023,High packet rate (possible DoS)
1,0,0.0048477756022963225,
0,0,0.0883182918207725,
0,0,0.03896347805040973,
1,1,-0.11074809355519322,
1,0,0.0058879925127712784,Data imbalance (possible exfiltration)
1,1,-0.04630407265649733,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
1,1,-0.057067456193590216,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
1,1,-0.11279237509382112,Data imbalance (possible exfiltration)
1,1,-0.10770089274369843,"Data imbalance (possible exfiltration), Traffic spike detected"
0,0,0.08096574411956353,
1,1,-0.16497386642558387,High packet rate (possible DoS)
1,1,-0.14390102771895774,High packet rate (possible DoS)
0,0,0.027771672365274558,Data imbalance (possible exfiltration)
0,0,0.09340224507515243,
0,0,0.033710804194032606,
1,1,-0.02291062305551389,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.10836423155086794,High packet rate (possible DoS)
1,1,-0.18233213392235825,High error rate (suspicious behavior)
0,0,0.0929565023625808,
1,0,0.05544100551358139,
0,0,0.022718332832589005,Data imbalance (possible exfiltration)
1,1,-0.15381928962992863,
1,1,-0.05523931512969327,Data imbalance (possible exfiltration)
1,1,-0.14154646445393126,High error rate (suspicious behavior)
0,0,0.03871137383192402,Data imbalance (possible exfiltration)
1,1,-0.09026388176470723,
1,1,-0.15785981485354594,High packet rate (possible DoS)
0,0,0.05349437483209418,
0,0,0.07510648777024143,Traffic spike detected
0,0,0.03521718598046575,High packet rate (possible DoS)
0,0,0.08099526289651976,Traffic spike detected
0,0,0.0918820841678914,
1,1,-0.17048125561992722,High packet rate (possible DoS)
0,0,0.07356541785895754,
0,0,0.09325599658761324,
0,0,0.08405198782886347,
1,0,0.04782216554643787,
0,0,0.0473928432486827,Data imbalance (possible exfiltration)
1,1,-0.16497386642558387,High packet rate (possible DoS)
1,1,-0.11328548954958406,High packet rate (possible DoS)
0,0,0.09324247047478079,
0,0,0.08901181715225248,
1,1,-0.16660978785514524,High packet rate (possible DoS)
1,1,-0.1275104237720609,"Data imbalance (possible exfiltration), Traffic spike detected"
0,0,0.07393680249476664,Traffic spike detected
0,0,0.09053670210683895,Traffic spike detected
0,1,-0.07714011288894446,High packet rate (possible DoS)
0,0,0.0791630171208067,Traffic spike detected
1,1,-0.1580685209251258,High packet rate (possible DoS)
0,0,0.08152476427721173,
0,0,0.041574505088736335,Data imbalance (possible exfiltration)
0,0,0.09119258412073245,Traffic spike detected
0,0,0.05888730440996054,Data imbalance (possible exfiltration)
1,1,-0.17371999851377873,High error rate (suspicious behavior)
1,1,-0.07380995082724295,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
1,1,-0.1663376992940151,
1,1,-0.19180132380257486,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.09202371990737523,
0,0,0.012141309851482485,
1,1,-0.10501659167460387,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
0,1,-0.12742867584156525,High packet rate (possible DoS)
0,0,0.07767831762160426,Traffic spike detected
0,0,0.047248754970176055,
0,1,-0.040284434653404755,Traffic spike detected
0,0,0.08105995308521291,
1,1,-0.0018983024124256676,
0,0,0.08716143652522634,Traffic spike detected
1,1,-0.04817604217043536,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
0,0,0.08897114218477148,
0,0,0.08684450740419969,
0,0,0.07754679700729744,
1,1,-0.027514321227707583,Data imbalance (possible exfiltration)
0,0,0.08457876103883277,
1,1,-0.10320675664516565,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.15010547743911895,High packet rate (possible DoS)
1,0,0.0016145267880708913,Data imbalance (possible exfiltration)
0,0,0.09355765735659721,
1,0,0.02348477140269073,
1,1,-0.02481288640231405,
1,1,-0.1616672931603439,High packet rate (possible DoS)
1,0,0.0039625155306190485,Data imbalance (possible exfiltration)
1,1,-0.09834483886832113,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
1,1,-0.1438139136747385,
0,0,0.09177514334303732,
1,1,-0.11403768379685075,"Data imbalance (possible exfiltration), Traffic spike detected"
