Actual,Predicted,Anomaly_Score,Explanation
1,1,-0.18574149293968634,High packet rate (possible DoS)
0,0,0.08254110826258132,
1,0,0.00696100976455738,"Data imbalance (possible exfiltration), Traffic spike detected"
0,0,0.060081215815946665,
1,1,-0.21663834971008777,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,1,-0.004722583491982457,High packet rate (possible DoS)
0,0,0.0707061174304785,
0,1,-0.0922226569147927,High packet rate (possible DoS)
1,1,-0.11450810012845414,
1,0,0.007544615327309934,Data imbalance (possible exfiltration)
0,0,0.014538828058557995,Traffic spike detected
1,1,-0.17155577870699212,High packet rate (possible DoS)
1,1,-0.06397356794043452,Data imbalance (possible exfiltration)
1,1,-0.12685191783492633,
0,1,-0.09481287578492514,High packet rate (possible DoS)
1,1,-0.08770761598124965,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.04084612482196087,
0,0,0.0283270029308067,Data imbalance (possible exfiltration)
0,0,0.009450670550642803,High packet rate (possible DoS)
1,1,-0.1601601202434385,High error rate (suspicious behavior)
1,1,-0.18612981822995633,High packet rate (possible DoS)
1,1,-0.21000457422630936,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.05994963797487829,
1,1,-0.0605267152070027,
1,1,-0.2121744440590727,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.19805575362433747,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.07917677405022977,
0,0,0.02829893060960398,Data imbalance (possible exfiltration)
0,0,0.02686543646315276,Data imbalance (possible exfiltration)
1,0,0.04481081257122177,
0,0,0.03650254447875689,
1,1,-0.2134492625097375,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.2219871240967426,High packet rate (possible DoS)
1,1,-0.18136487980134886,High error rate (suspicious behavior)
0,0,0.07836412121291025,
1,1,-0.05971877044255347,
0,0,0.07404761810286076,Traffic spike detected
0,0,0.07374180611020137,
1,0,0.027169699050645146,Data imbalance (possible exfiltration)
0,0,0.07292369445816782,
1,1,-0.18639856379356134,High packet rate (possible DoS)
1,1,-0.1748507156275303,High packet rate (possible DoS)
1,1,-0.21351907151675287,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.005476121250388155,
0,1,-0.009423147492423789,
0,0,0.07923998959947925,
1,1,-0.06361786381692308,Data imbalance (possible exfiltration)
1,1,-0.1607974642980039,High packet rate (possible DoS)
0,0,0.08145185807157418,
1,1,-0.2134492625097375,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.14913770105819613,
1,1,-0.1881221142968429,High packet rate (possible DoS)
0,1,-0.09454474875332264,High packet rate (possible DoS)
1,1,-0.13476343392810652,
0,0,0.07339144388172458,Traffic spike detected
1,1,-0.18143208359030183,High packet rate (possible DoS)
1,1,-0.1893527045929031,High packet rate (possible DoS)
0,1,-0.019708153826717256,
1,1,-0.019711644464922018,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.002958520120470265,Data imbalance (possible exfiltration)
1,1,-0.1694666856875393,High error rate (suspicious behavior)
1,1,-0.22443437944600475,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.06910044025863965,
1,1,-0.06982232376770175,
1,1,-0.18491884491357724,High packet rate (possible DoS)
0,0,0.06315281434025494,
1,1,-0.1713224043723096,High error rate (suspicious behavior)
0,0,0.06244240847868826,Traffic spike detected
1,1,-0.1527728219844039,
1,1,-0.12170720910330657,
0,0,0.07323863847492157,
0,0,0.07810406015588006,
0,1,-0.09636845890957502,High packet rate (possible DoS)
1,1,-0.1627044427602372,
0,0,0.0712988949513867,
1,1,-0.16276208163094597,High packet rate (possible DoS)
0,0,0.055753792959333914,Traffic spike detected
1,1,-0.1882627355108576,High packet rate (possible DoS)
1,1,-0.031480930457166545,"Data imbalance (possible exfiltration), Traffic spike detected"
0,1,-0.024309130860187322,
1,0,0.024898389255863573,
0,1,-0.0748952637113447,High packet rate (possible DoS)
0,0,0.07670848350914622,
1,1,-0.22087154772270667,High packet rate (possible DoS)
1,1,-0.026968415035975468,
1,1,-0.18842394223390346,High packet rate (possible DoS)
1,1,-0.1998310781538173,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.2219871240967426,High packet rate (possible DoS)
0,0,0.07678053478001967,
0,1,-0.09506471372105052,High packet rate (possible DoS)
0,0,0.07562945308545815,
0,0,0.03856806185267364,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.18715176389350008,High packet rate (possible DoS)
1,0,0.044275715307998176,
0,0,0.08078752776588333,
1,1,-0.18771247228565102,High packet rate (possible DoS)
0,0,0.08357661809333489,
0,0,0.0775696914185044,
0,0,0.025787401194412807,Data imbalance (possible exfiltration)
0,0,0.08003199097963787,
1,1,-0.18699069304309002,High packet rate (possible DoS)
0,0,0.07817754444359659,
1,1,-0.022416277600588175,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.06321115871445215,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
1,0,0.030551994813823313,
1,1,-0.15534133437560893,
1,1,-0.1911010429061839,High packet rate (possible DoS)
1,1,-0.1678164403879968,High packet rate (possible DoS)
0,1,-0.22782095546226155,"High error rate (suspicious behavior), Traffic spike detected"
1,1,-0.186516003847485,High packet rate (possible DoS)
0,1,-0.04573470250385986,
1,1,-0.15561743372597603,High packet rate (possible DoS)
0,0,0.08012828068678629,Traffic spike detected
0,0,0.07554102058040307,
0,1,-0.0939428914756304,High packet rate (possible DoS)
1,1,-0.1886727499485924,High packet rate (possible DoS)
1,1,-0.2155088714153024,High packet rate (possible DoS)
1,1,-0.17745898455263265,
1,1,-0.15836143392344104,High error rate (suspicious behavior)
0,0,0.07687948223893065,Traffic spike detected
0,1,-0.008678716507518336,High packet rate (possible DoS)
1,0,0.012984234093749047,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.14938866190982691,High packet rate (possible DoS)
1,1,-0.10509708806373275,
1,1,-0.19350012615987677,High packet rate (possible DoS)
1,1,-0.09774741362838935,
0,0,0.011392428596677717,High packet rate (possible DoS)
1,1,-0.19805575362433747,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.18234232200522216,High packet rate (possible DoS)
1,1,-0.0104543421840812,
0,0,0.07622624918404014,
0,0,0.06287496360405403,Traffic spike detected
1,0,0.04906201571151064,
0,0,0.07865134895382414,Traffic spike detected
0,1,-0.009993479558765783,High packet rate (possible DoS)
0,1,-0.0922226569147927,High packet rate (possible DoS)
1,1,-0.15960517617341174,High packet rate (possible DoS)
0,0,0.041934641495339764,Traffic spike detected
0,0,0.07594533136990322,
1,1,-0.18791725864647502,High packet rate (possible DoS)
0,0,0.08017817742498717,
0,0,0.07941176985462145,
0,0,0.04560427187654714,
0,1,-0.09636845890957502,High packet rate (possible DoS)
1,1,-0.22437749453456257,High packet rate (possible DoS)
0,0,0.07245222129086898,
1,1,-0.02181610239601084,Data imbalance (possible exfiltration)
0,0,0.015863217677524022,
1,1,-0.19007242281867542,High packet rate (possible DoS)
1,0,0.016540514960917463,"Data imbalance (possible exfiltration), Traffic spike detected"
0,1,-0.017643483395135162,Data imbalance (possible exfiltration)
0,0,0.08060152837357959,
1,1,-0.18791725864647502,High packet rate (possible DoS)
1,0,0.021988068691556006,
1,0,0.042152026661116726,
1,1,-0.18058195458358717,High packet rate (possible DoS)
0,0,0.047940632002296035,"Data imbalance (possible exfiltration), Traffic spike detected"
0,0,0.07558783646298706,Traffic spike detected
1,1,-0.0746226556195862,
1,1,-0.21047253174672653,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.11953749766327249,High error rate (suspicious behavior)
0,1,-0.14538007043705847,Traffic spike detected
0,0,0.004793103591853365,High packet rate (possible DoS)
1,1,-0.18630985042086312,High packet rate (possible DoS)
0,0,0.03910675224214849,Data imbalance (possible exfiltration)
0,0,0.01571070229593763,Data imbalance (possible exfiltration)
0,1,-0.01194356674833058,
1,1,-0.07638850383932039,
0,0,0.0713465851504339,Traffic spike detected
1,1,-0.1883204731956084,High packet rate (possible DoS)
1,1,-0.2182114319078663,High packet rate (possible DoS)
0,0,0.08019915109465464,
0,0,0.07104095627313178,
1,1,-0.028680870662764313,Data imbalance (possible exfiltration)
0,0,0.07573300949053607,
0,0,0.0830477849984615,
0,1,-0.09549994030561271,High packet rate (possible DoS)
1,1,-0.21047253174672653,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.07455327427175129,
1,0,0.03283696580199558,
1,1,-0.16801449491876574,High packet rate (possible DoS)
0,0,0.07037498327125202,
1,1,-0.16225704615493486,High packet rate (possible DoS)
0,0,0.07724151855907702,
1,1,-0.016850909069810516,Data imbalance (possible exfiltration)
1,1,-0.056197426766585235,
1,1,-0.21115455532766958,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.07946297885539705,
1,1,-0.18650921515859287,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,1,-0.09532641280359422,High packet rate (possible DoS)
1,1,-0.22006047576516952,High packet rate (possible DoS)
0,0,0.08196713174210724,
0,0,0.06284860370185896,Traffic spike detected
1,0,0.023822035861509938,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.16276327905986077,High packet rate (possible DoS)
1,0,0.02608511746277964,Data imbalance (possible exfiltration)
0,0,0.05016480612390789,Data imbalance (possible exfiltration)
1,1,-0.19747446551064274,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.08395734216164469,
0,0,0.08235703292417318,Traffic spike detected
1,1,-0.18354811635123325,High packet rate (possible DoS)
0,0,0.049984824739678246,
0,0,0.020653547887230783,Data imbalance (possible exfiltration)
1,1,-0.17302860548701005,
0,1,-0.12080691420718281,
1,1,-0.18491884491357724,High packet rate (possible DoS)
1,1,-0.0215693312812677,Data imbalance (possible exfiltration)
1,1,-0.18202461994036467,High packet rate (possible DoS)
0,0,0.08308282691551361,
1,0,0.03330508861874759,Data imbalance (possible exfiltration)
0,1,-0.04622161424155746,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
1,1,-0.18195745865964663,High error rate (suspicious behavior)
0,0,0.04640687631496898,Traffic spike detected
0,0,0.08147291035740922,
1,1,-0.24625247402336625,High packet rate (possible DoS)
0,1,-0.056413401034581756,"Data imbalance (possible exfiltration), Traffic spike detected"
1,0,0.04840508805577837,
0,0,0.08193350168176011,
0,0,0.08294418464481085,
0,0,0.07440152786638587,Traffic spike detected
0,0,0.0822907013119979,
1,1,-0.05276566835201241,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
0,0,0.08030305446610075,
0,0,0.03278984592550299,
0,0,0.05927349204465343,Traffic spike detected
1,1,-0.018227880342857994,
1,1,-0.19722412770087727,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,0,0.02014811574281511,
1,1,-0.11318659365469574,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.18574149293968634,High packet rate (possible DoS)
0,1,-0.09091479869663899,
0,0,0.0180178903033531,
0,0,0.07366332927825647,Traffic spike detected
1,1,-0.21978751225117188,High packet rate (possible DoS)
1,1,-0.19021426370435734,High error rate (suspicious behavior)
1,1,-0.14536010712044567,
1,1,-0.05059920827354675,
0,0,0.07069758334374104,
1,1,-0.19830724538854405,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.06913703164283791,Traffic spike detected
0,0,0.07675851901307174,Traffic spike detected
1,1,-0.18546367652456852,High packet rate (possible DoS)
1,1,-0.22078986841379977,High packet rate (possible DoS)
0,0,0.07561010346230129,Traffic spike detected
0,0,0.08098347730400396,
0,0,0.07409005964046,
0,1,-0.07584468143004253,High packet rate (possible DoS)
1,1,-0.19151297835365155,High packet rate (possible DoS)
1,1,-0.14086771462904002,
1,0,0.048940718643792624,
1,0,0.021582546798866953,"Data imbalance (possible exfiltration), Traffic spike detected"
0,0,0.0707820789398651,Traffic spike detected
0,0,0.07869486164216516,
0,1,-0.19517925447704176,
0,1,-0.09636845890957502,High packet rate (possible DoS)
1,1,-0.06907000829233517,
0,0,0.06359769865853182,
0,0,0.07687004054966079,
1,1,-0.01595088011941287,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.09629889097849254,
0,0,0.07852832340546018,
1,1,-0.2134492625097375,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.15247786867424962,High packet rate (possible DoS)
1,1,-0.05305586736163642,
0,0,0.03318324675395001,
1,1,-0.04074900990659247,"Data imbalance (possible exfiltration), Traffic spike detected"
0,1,-0.002005269369068363,High packet rate (possible DoS)
0,0,0.07694995439081803,
0,0,0.07272988717265633,
1,1,-0.15516692548669697,High packet rate (possible DoS)
1,1,-0.18614250326317128,High error rate (suspicious behavior)
1,1,-0.15329902692704467,High packet rate (possible DoS)
0,1,-0.08718983037991901,
1,1,-0.06575370444548834,Data imbalance (possible exfiltration)
0,0,0.0037637566855238114,High packet rate (possible DoS)
1,1,-0.19452082300913465,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.009000498198420692,
0,1,-0.04203679739496152,Data imbalance (possible exfiltration)
1,1,-0.2130224902923501,"High packet rate (possible DoS), High error rate (suspicious behavior)"
1,1,-0.09553828673898646,
1,1,-0.16207590873841604,High packet rate (possible DoS)
1,0,0.012975534862514349,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.08279168732479325,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
0,0,0.0740249312865528,
1,0,0.018829976181111763,
1,1,-0.18546367652456852,High packet rate (possible DoS)
1,1,-0.017889971337317567,
0,0,0.07703527082550593,
0,0,0.040744753275871404,
1,1,-0.09614454850395171,
1,1,-0.02181610239601084,Data imbalance (possible exfiltration)
1,1,-0.05809029198178445,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
1,1,-0.06430932689319435,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
1,1,-0.0767515459628948,Data imbalance (possible exfiltration)
1,1,-0.10747457530629512,"Data imbalance (possible exfiltration), Traffic spike detected"
0,0,0.07171647255253327,
1,1,-0.1911010429061839,High packet rate (possible DoS)
1,1,-0.16207590873841604,High packet rate (possible DoS)
0,0,0.03170394870626836,Data imbalance (possible exfiltration)
0,0,0.0842747694387434,
0,0,0.0288513006531263,
1,1,-0.016122876879398174,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.12169761025300574,High packet rate (possible DoS)
1,1,-0.20757276243216827,High error rate (suspicious behavior)
0,0,0.08224316296580558,
1,0,0.04481081257122177,
0,0,0.026519589843019775,Data imbalance (possible exfiltration)
1,1,-0.1557872753718338,
1,1,-0.055823813401160105,Data imbalance (possible exfiltration)
1,1,-0.14862068754896673,High error rate (suspicious behavior)
0,0,0.03064113425648657,Data imbalance (possible exfiltration)
1,1,-0.06728003794319715,
1,1,-0.18234232200522216,High packet rate (possible DoS)
0,0,0.057660294494905284,
0,0,0.058303013597755804,Traffic spike detected
0,0,0.010965078123373828,High packet rate (possible DoS)
0,0,0.059172147076727466,Traffic spike detected
0,0,0.08151359076149034,
1,1,-0.17823953385168,High packet rate (possible DoS)
0,0,0.0654259769572324,
0,0,0.07719230545899552,
0,0,0.07020159342863841,
1,0,0.041243276306486,
0,0,0.04596545870144403,Data imbalance (possible exfiltration)
1,1,-0.1911010429061839,High packet rate (possible DoS)
1,1,-0.14137742523034347,High packet rate (possible DoS)
0,0,0.0821439629818273,
0,0,0.07691561368217004,
1,1,-0.19116564793303414,High packet rate (possible DoS)
1,1,-0.10893481184124676,"Data imbalance (possible exfiltration), Traffic spike detected"
0,0,0.06877997316348411,Traffic spike detected
0,0,0.0790245669994602,Traffic spike detected
0,1,-0.09594224458274214,High packet rate (possible DoS)
0,0,0.05712275998429284,Traffic spike detected
1,1,-0.18631169144139914,High packet rate (possible DoS)
0,0,0.0758859649756945,
0,0,0.03176507026716524,Data imbalance (possible exfiltration)
0,0,0.07805731573860841,Traffic spike detected
0,0,0.0595892124167719,Data imbalance (possible exfiltration)
1,1,-0.18865345155886792,High error rate (suspicious behavior)
1,1,-0.06890670384023911,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
1,1,-0.17115213635501614,
1,1,-0.21259600672554502,"High packet rate (possible DoS), High error rate (suspicious behavior)"
0,0,0.07862734157946855,
0,0,0.00836355502550079,
1,1,-0.09921173241473391,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
0,1,-0.14626275756988638,High packet rate (possible DoS)
0,0,0.06488394771290895,Traffic spike detected
0,0,0.04132009657866803,
0,1,-0.05568059614389825,Traffic spike detected
0,0,0.07530932685545194,
1,1,-0.028648109872078664,
0,0,0.06902313074468824,Traffic spike detected
1,1,-0.051494245942752315,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
0,0,0.07945653463002489,
0,0,0.07836734829655995,
0,0,0.07095693051907959,
1,1,-0.029814900245880516,Data imbalance (possible exfiltration)
0,0,0.0795351994187955,
1,1,-0.09351993726043673,"Data imbalance (possible exfiltration), Traffic spike detected"
1,1,-0.16300035257763823,High packet rate (possible DoS)
1,0,0.011124420285482883,Data imbalance (possible exfiltration)
0,0,0.08045555660199954,
1,0,0.027294250498620554,
1,1,-0.004917411619139667,
1,1,-0.18976345673833594,High packet rate (possible DoS)
1,1,-0.020772407899166345,Data imbalance (possible exfiltration)
1,1,-0.08558235329450847,"High packet rate (possible DoS), Data imbalance (possible exfiltration)"
1,1,-0.15359503702147248,
0,0,0.08382775929496694,
1,1,-0.11340089825418298,"Data imbalance (possible exfiltration), Traffic spike detected"
